Epoch,Time(s),Loss,F1
00671,0.6473,0.2890,0.3318
00672,0.6471,0.2925,0.2240
00673,0.6469,0.3082,0.3547
00674,0.6468,0.2876,0.3524
00675,0.6467,0.2900,0.2349
00676,0.6465,0.3058,0.2853
00677,0.6463,0.2878,0.3616
00678,0.6461,0.3130,0.2600
00679,0.6460,0.3308,0.1494
00680,0.6460,0.3293,0.2186
00681,0.6462,0.3065,0.3760
00682,0.6465,0.3229,0.2988
00683,0.6468,0.3007,0.1899
00684,0.6472,0.3132,0.2182
00685,0.6472,0.3053,0.3102
00686,0.6471,0.3055,0.2905
00687,0.6470,0.3034,0.2380
00688,0.6468,0.3011,0.2251
00689,0.6467,0.3031,0.2730
00690,0.6466,0.3018,0.2962
00691,0.6466,0.2981,0.2801
00692,0.6465,0.2972,0.2811
00693,0.6464,0.2957,0.3258
00694,0.6464,0.2977,0.3008
00695,0.6464,0.2955,0.2929
00696,0.6466,0.2948,0.3268
00697,0.6468,0.2940,0.3010
00698,0.6471,0.2936,0.2875
00699,0.6472,0.2941,0.3068
00700,0.6475,0.2930,0.3193
00701,0.6474,0.2918,0.3030
00702,0.6474,0.2912,0.3055
00703,0.6473,0.2915,0.3192
00704,0.6473,0.2913,0.3115
00705,0.6472,0.2903,0.3095
00706,0.6472,0.2901,0.3171
00707,0.6470,0.2902,0.3048
00708,0.6468,0.2900,0.3003
00709,0.6466,0.2893,0.3147
00710,0.6464,0.2887,0.3177
00711,0.6462,0.2888,0.3077
00712,0.6463,0.2886,0.3254
00713,0.6464,0.2881,0.3304
00714,0.6464,0.2878,0.3208
00715,0.6467,0.2877,0.3300
00716,0.6468,0.2875,0.3308
00717,0.6467,0.2871,0.3233
00718,0.6467,0.2868,0.3377
00719,0.6466,0.2867,0.3294
00720,0.6465,0.2865,0.3310
00721,0.6463,0.2862,0.3400
00722,0.6461,0.2860,0.3294
00723,0.6460,0.2858,0.3333
00724,0.6460,0.2857,0.3351
00725,0.6459,0.2855,0.3281
00726,0.6457,0.2853,0.3402
00727,0.6456,0.2851,0.3341
00728,0.6456,0.2850,0.3338
00729,0.6458,0.2848,0.3351
00730,0.6460,0.2847,0.3285
00731,0.6461,0.2846,0.3361
00732,0.6462,0.2844,0.3335
00733,0.6463,0.2842,0.3368
00734,0.6461,0.2841,0.3352
00735,0.6460,0.2840,0.3352
00736,0.6460,0.2839,0.3367
00737,0.6459,0.2837,0.3349
00738,0.6458,0.2837,0.3412
00739,0.6458,0.2835,0.3339
00740,0.6461,0.2835,0.3499
00741,0.6464,0.2835,0.3255
00742,0.6466,0.2836,0.3665
00743,0.6468,0.2843,0.3083
00744,0.6471,0.2862,0.3859
00745,0.6473,0.2882,0.2896
00746,0.6475,0.2916,0.3788
00747,0.6480,0.2864,0.3365
00748,0.6481,0.2832,0.3030
00749,0.6479,0.2849,0.3738
00750,0.6478,0.2852,0.3337
00751,0.6476,0.2841,0.3135
00752,0.6475,0.2839,0.3710
00753,0.6473,0.2841,0.3192
00754,0.6471,0.2830,0.3391
00755,0.6469,0.2825,0.3678
00756,0.6468,0.2829,0.3157
00757,0.6467,0.2835,0.3641
00758,0.6467,0.2829,0.3381
00759,0.6466,0.2828,0.3220
00760,0.6469,0.2827,0.3607
00761,0.6471,0.2831,0.3296
00762,0.6472,0.2826,0.3371
00763,0.6473,0.2822,0.3603
00764,0.6477,0.2820,0.3283
00765,0.6477,0.2818,0.3511
00766,0.6476,0.2817,0.3472
00767,0.6476,0.2823,0.3381
00768,0.6476,0.2829,0.3438
00769,0.6474,0.2834,0.3463
00770,0.6474,0.2834,0.3202
00771,0.6473,0.2839,0.3650
00772,0.6471,0.2826,0.3193
00773,0.6470,0.2823,0.3614
00774,0.6469,0.2812,0.3447
00775,0.6468,0.2808,0.3373
00776,0.6472,0.2809,0.3628
00777,0.6474,0.2812,0.3240
00778,0.6476,0.2818,0.3624
00779,0.6479,0.2819,0.3316
00780,0.6481,0.2826,0.3470
00781,0.6480,0.2828,0.3545
00782,0.6479,0.2847,0.3268
00783,0.6479,0.2863,0.3598
00784,0.6478,0.2861,0.3274
00785,0.6478,0.2831,0.3515
00786,0.6477,0.2806,0.3579
00787,0.6476,0.2824,0.3284
00788,0.6476,0.2848,0.3492
00789,0.6476,0.2831,0.3599
00790,0.6475,0.2810,0.3211
00791,0.6475,0.2818,0.3800
00792,0.6477,0.2823,0.3270
00793,0.6480,0.2812,0.3574
00794,0.6483,0.2803,0.3536
00795,0.6487,0.2811,0.3378
00796,0.6486,0.2814,0.3560
00797,0.6485,0.2804,0.3558
00798,0.6484,0.2800,0.3390
00799,0.6483,0.2804,0.3621
00800,0.6483,0.2804,0.3440
00801,0.6482,0.2798,0.3529
00802,0.6482,0.2796,0.3585
00803,0.6480,0.2798,0.3444
00804,0.6478,0.2800,0.3545
00805,0.6477,0.2798,0.3571
00806,0.6476,0.2795,0.3336
00807,0.6475,0.2796,0.3840
00808,0.6476,0.2809,0.2723
00809,0.6477,0.2858,0.4209
00810,0.6479,0.2922,0.1848
00811,0.6481,0.3130,0.3281
00812,0.6482,0.2854,0.4003
00813,0.6480,0.3136,0.1895
00814,0.6479,0.3278,0.1436
00815,0.6477,0.3319,0.2570
00816,0.6475,0.2985,0.3666
00817,0.6474,0.3294,0.3152
00818,0.6473,0.2996,0.1963
00819,0.6472,0.3097,0.1878
00820,0.6471,0.3118,0.2319
00821,0.6474,0.3012,0.3146
00822,0.6488,0.3014,0.3292
00823,0.6503,0.2979,0.2782
00824,0.6521,0.2966,0.2718
00825,0.6522,0.2992,0.2844
00826,0.6520,0.2940,0.3208
00827,0.6518,0.2947,0.3379
00828,0.6516,0.2938,0.3063
00829,0.6514,0.2917,0.3010
00830,0.6513,0.2926,0.3266
00831,0.6513,0.2910,0.3280
00832,0.6512,0.2911,0.3254
00833,0.6511,0.2897,0.3160
00834,0.6509,0.2897,0.3168
00835,0.6509,0.2893,0.3382
00836,0.6510,0.2886,0.3357
00837,0.6511,0.2869,0.3214
00838,0.6513,0.2869,0.3207
00839,0.6515,0.2872,0.3251
00840,0.6517,0.2864,0.3346
00841,0.6515,0.2862,0.3309
00842,0.6513,0.2851,0.3233
00843,0.6511,0.2854,0.3344
00844,0.6510,0.2855,0.3383
00845,0.6510,0.2845,0.3330
00846,0.6509,0.2843,0.3233
00847,0.6508,0.2846,0.3291
00848,0.6506,0.2841,0.3392
00849,0.6504,0.2838,0.3360
00850,0.6502,0.2837,0.3339
00851,0.6501,0.2835,0.3326
00852,0.6500,0.2834,0.3432
00853,0.6502,0.2830,0.3315
00854,0.6504,0.2829,0.3399
00855,0.6506,0.2829,0.3373
00856,0.6508,0.2826,0.3490
00857,0.6507,0.2825,0.3354
00858,0.6505,0.2824,0.3540
00859,0.6504,0.2823,0.3320
00860,0.6504,0.2825,0.3637
00861,0.6503,0.2827,0.3129
00862,0.6502,0.2837,0.3808
00863,0.6501,0.2849,0.3056
00864,0.6501,0.2883,0.3908
00865,0.6499,0.2877,0.3022
00866,0.6497,0.2867,0.3520
00867,0.6495,0.2820,0.3649
00868,0.6493,0.2829,0.3096
00869,0.6493,0.2866,0.3668
00870,0.6494,0.2836,0.3487
00871,0.6495,0.2815,0.3270
00872,0.6495,0.2825,0.3601
00873,0.6496,0.2826,0.3468
00874,0.6497,0.2814,0.3361
00875,0.6495,0.2810,0.3566
00876,0.6493,0.2817,0.3413
00877,0.6491,0.2815,0.3401
00878,0.6489,0.2807,0.3551
00879,0.6488,0.2809,0.3427
00880,0.6487,0.2812,0.3423
00881,0.6486,0.2808,0.3531
00882,0.6486,0.2804,0.3449
00883,0.6485,0.2805,0.3455
00884,0.6484,0.2807,0.3543
00885,0.6483,0.2805,0.3454
00886,0.6482,0.2801,0.3470
00887,0.6484,0.2800,0.3524
00888,0.6486,0.2802,0.3459
00889,0.6486,0.2802,0.3511
00890,0.6487,0.2800,0.3532
00891,0.6488,0.2798,0.3474
00892,0.6486,0.2796,0.3533
00893,0.6484,0.2797,0.3509
00894,0.6482,0.2797,0.3536
00895,0.6482,0.2797,0.3541
00896,0.6481,0.2798,0.3519
00897,0.6480,0.2796,0.3510
00898,0.6479,0.2796,0.3561
00899,0.6478,0.2796,0.3484
00900,0.6477,0.2796,0.3577
00901,0.6475,0.2795,0.3494
00902,0.6474,0.2795,0.3556
00903,0.6472,0.2797,0.3541
00904,0.6475,0.2800,0.3524
00905,0.6476,0.2806,0.3490
00906,0.6478,0.2815,0.3493
00907,0.6479,0.2824,0.3466
00908,0.6479,0.2835,0.3450
00909,0.6479,0.2819,0.3603
00910,0.6478,0.2797,0.3490
00911,0.6478,0.2790,0.3606
00912,0.6478,0.2796,0.3467
00913,0.6480,0.2812,0.3490
00914,0.6481,0.2813,0.3534
00915,0.6481,0.2806,0.3512
00916,0.6482,0.2796,0.3572
00917,0.6482,0.2787,0.3522
00918,0.6481,0.2788,0.3557
00919,0.6482,0.2792,0.3548
00920,0.6483,0.2799,0.3554
00921,0.6485,0.2799,0.3493
00922,0.6487,0.2796,0.3613
00923,0.6488,0.2788,0.3505
00924,0.6486,0.2784,0.3687
00925,0.6484,0.2788,0.3361
00926,0.6482,0.2794,0.3835
00927,0.6481,0.2801,0.3149
00928,0.6480,0.2814,0.4033
00929,0.6484,0.2819,0.2862
00930,0.6482,0.2841,0.4094
00931,0.6481,0.2841,0.2766
00932,0.6480,0.2858,0.3495
00933,0.6479,0.2809,0.3919
00934,0.6478,0.2816,0.2931
00935,0.6477,0.2832,0.3761
00936,0.6478,0.2802,0.3661
00937,0.6479,0.2828,0.3218
00938,0.6480,0.2870,0.3587
00939,0.6482,0.2814,0.3759
00940,0.6484,0.2802,0.3134
00941,0.6484,0.2820,0.3694
00942,0.6482,0.2792,0.3827
00943,0.6482,0.2801,0.3013
00944,0.6481,0.2813,0.3682
00945,0.6480,0.2791,0.3689
00946,0.6479,0.2793,0.3209
00947,0.6479,0.2801,0.3666
00948,0.6478,0.2785,0.3683
00949,0.6478,0.2793,0.3359
00950,0.6477,0.2805,0.3514
00951,0.6477,0.2791,0.3791
00952,0.6479,0.2800,0.3015
00953,0.6482,0.2812,0.3745
00954,0.6486,0.2796,0.3610
00955,0.6495,0.2799,0.3384
00956,0.6495,0.2805,0.3417
00957,0.6495,0.2794,0.3845
00958,0.6494,0.2800,0.3019
00959,0.6494,0.2811,0.3776
00960,0.6494,0.2793,0.3631
00961,0.6493,0.2798,0.3393
00962,0.6493,0.2805,0.3495
00963,0.6492,0.2786,0.3827
00964,0.6492,0.2787,0.3129
00965,0.6493,0.2795,0.3720
00966,0.6495,0.2778,0.3676
00967,0.6497,0.2779,0.3347
00968,0.6498,0.2787,0.3640
00969,0.6500,0.2775,0.3784
00970,0.6502,0.2777,0.3199
00971,0.6502,0.2788,0.3840
00972,0.6502,0.2784,0.3377
00973,0.6501,0.2798,0.3617
00974,0.6501,0.2829,0.3055
00975,0.6500,0.2899,0.3729
00976,0.6498,0.2825,0.3261
00977,0.6498,0.2791,0.3641
00978,0.6498,0.2785,0.3704
00979,0.6498,0.2808,0.2835
00980,0.6498,0.2856,0.3955
00981,0.6499,0.2820,0.3218
00982,0.6501,0.2799,0.3523
00983,0.6501,0.2785,0.3806
00984,0.6504,0.2799,0.2915
00985,0.6506,0.2825,0.3796
00986,0.6505,0.2794,0.3618
00987,0.6506,0.2775,0.3245
00988,0.6506,0.2786,0.3840
00989,0.6505,0.2787,0.3360
00990,0.6505,0.2780,0.3541
00991,0.6504,0.2775,0.3760
00992,0.6503,0.2776,0.3325
00993,0.6503,0.2777,0.3753
00994,0.6503,0.2774,0.3645
00995,0.6503,0.2770,0.3404
00996,0.6503,0.2770,0.3737
00997,0.6506,0.2773,0.3428
00998,0.6509,0.2768,0.3681
00999,0.6511,0.2767,0.3673
